5002069	671	13550	3	12/1/2023
5002127	671	13550	3	12/1/2023
5002558	671	13550	3	12/1/2023
5002797	671	13550	3	12/1/2023
5002851	667	13550	3	12/1/2023
5003438	671	13550	3	12/1/2023
5003477	671	13550	3	12/1/2023
5003783	671	13550	3	12/1/2023
5003947	671	13550	3	12/1/2023
5004184	671	13550	3	12/1/2023
5004873	667	13550	3	12/1/2023
5004897	671	13550	3	12/1/2023
5005119	671	13550	3	12/1/2023
5005365	667	13550	3	12/1/2023
5005389	671	13550	3	12/1/2023
5005430	671	13550	3	12/1/2023
5005439	671	13550	3	12/1/2023
5005446	671	13550	3	12/1/2023
5005455	671	13550	3	12/1/2023
5005460	671	13550	3	12/1/2023
5005475	666	13550	3	12/1/2023
5005487	671	13550	3	12/1/2023
5005491	671	13550	3	12/1/2023
5000354	671	13550	3	12/1/2023
5000375	671	13550	3	12/1/2023
5000412	671	13550	3	12/1/2023
5000750	671	13550	3	12/1/2023
5000759	671	13550	3	12/1/2023
5001085	671	13550	3	12/1/2023
5001126	671	13550	3	12/1/2023
5002026	671	13550	3	12/1/2023
5002212	671	13550	3	12/1/2023
5002215	671	13550	3	12/1/2023
5003083	671	13550	3	12/1/2023
5003138	671	13550	3	12/1/2023
5003555	671	13550	3	12/1/2023
5003761	671	13550	3	12/1/2023
5003931	671	13550	3	12/1/2023
5004271	667	13550	3	12/1/2023
5005273	671	13550	3	12/1/2023
5005353	667	13550	3	12/1/2023
5005374	671	13550	3	12/1/2023
5005458	671	13550	3	12/1/2023
5000449	671	13550	3	12/1/2023
5000593	671	13550	3	12/1/2023
5000980	671	13550	3	12/1/2023
5001206	671	13550	3	12/1/2023
5001923	671	13550	3	12/1/2023
5002059	671	13550	3	12/1/2023
5002139	671	13550	3	12/1/2023
5002687	671	13550	3	12/1/2023
5003507	671	13550	3	12/1/2023
5004126	671	13550	3	12/1/2023
5004420	671	13550	3	12/1/2023
5004486	671	13550	3	12/1/2023
5004516	671	13550	3	12/1/2023
5004858	671	13550	3	12/1/2023
5004871	671	13550	3	12/1/2023
5004903	671	13550	3	12/1/2023
5005131	671	13550	3	12/1/2023
5005397	671	13550	3	12/1/2023
5005484	671	13550	3	12/1/2023
5005488	671	13550	3	12/1/2023
5005525	666	13550	3	12/1/2023
5000573	671	13550	3	12/1/2023
5001165	671	13550	3	12/1/2023
5001223	671	13550	3	12/1/2023
5001307	671	13550	3	12/1/2023
5001319	671	13550	3	12/1/2023
5001805	671	13550	3	12/1/2023
5002111	671	13550	3	12/1/2023
5002658	671	13550	3	12/1/2023
5002688	671	13550	3	12/1/2023
5003436	671	13550	3	12/1/2023
5003622	671	13550	3	12/1/2023
5003627	671	13550	3	12/1/2023
5003790	671	13550	3	12/1/2023
5003882	671	13550	3	12/1/2023
5003886	671	13550	3	12/1/2023
5004043	671	13550	3	12/1/2023
5004300	671	13550	3	12/1/2023
5004894	671	13550	3	12/1/2023
5005037	666	13550	3	12/1/2023
5005230	671	13550	3	12/1/2023
5005267	671	13550	3	12/1/2023
5005274	671	13550	3	12/1/2023
5005291	671	13550	3	12/1/2023
5005294	671	13550	3	12/1/2023
5005435	671	13550	3	12/1/2023
5000230	671	13550	3	12/1/2023
5001610	671	13550	3	12/1/2023
5001837	671	13550	3	12/1/2023
5001861	671	13550	3	12/1/2023
5002058	671	13550	3	12/1/2023
5002160	671	13550	3	12/1/2023
5002195	671	13550	3	12/1/2023
5002707	671	13550	3	12/1/2023
5003133	671	13550	3	12/1/2023
5003346	671	13550	3	12/1/2023
5003834	671	13550	3	12/1/2023
5003927	671	13550	3	12/1/2023
5004870	671	13550	3	12/1/2023
5004892	671	13550	3	12/1/2023
5004919	671	13550	3	12/1/2023
5004950	671	13550	3	12/1/2023
5004985	671	13550	3	12/1/2023
5005049	671	13550	3	12/1/2023
5005118	671	13550	3	12/1/2023
5005166	671	13550	3	12/1/2023
5005239	666	13550	3	12/1/2023
5005266	671	13550	3	12/1/2023
5005268	671	13550	3	12/1/2023
5005290	671	13550	3	12/1/2023
5005319	671	13550	3	12/1/2023
5005320	671	13550	3	12/1/2023
5005418	671	13550	3	12/1/2023
5005512	671	13550	3	12/1/2023
5005516	671	13550	3	12/1/2023
5001524	671	13550	3	12/1/2023
5001526	671	13550	3	12/1/2023
5001529	671	13550	3	12/1/2023
5001543	671	13550	3	12/1/2023
5001563	671	13550	3	12/1/2023
5001595	671	13550	3	12/1/2023
5002043	671	13550	3	12/1/2023
5002051	671	13550	3	12/1/2023
5002118	671	13550	3	12/1/2023
5002128	671	13550	3	12/1/2023
5002132	671	13550	3	12/1/2023
5002138	671	13550	3	12/1/2023
5002158	671	13550	3	12/1/2023
5002181	671	13550	3	12/1/2023
5002258	671	13550	3	12/1/2023
5002266	671	13550	3	12/1/2023
5002319	671	13550	3	12/1/2023
5002526	671	13550	3	12/1/2023
5002695	671	13550	3	12/1/2023
5002699	671	13550	3	12/1/2023
5002775	671	13550	3	12/1/2023
5003070	671	13550	3	12/1/2023
5003456	666	13550	3	12/1/2023
5003536	671	13550	3	12/1/2023
5003750	671	13550	3	12/1/2023
5003797	671	13550	3	12/1/2023
5003935	671	13550	3	12/1/2023
5003960	671	13550	3	12/1/2023
5004908	671	13550	3	12/1/2023
5005109	666	13550	3	12/1/2023
5005165	671	13550	3	12/1/2023
5005289	667	13550	3	12/1/2023
5005342	671	13550	3	12/1/2023
5005424	671	13550	3	12/1/2023
5005513	671	13550	3	12/1/2023
5001841	671	13550	3	12/1/2023
5001856	671	13550	3	12/1/2023
5001870	671	13550	3	12/1/2023
5002099	671	13550	3	12/1/2023
5002445	671	13550	3	12/1/2023
5002495	671	13550	3	12/1/2023
5002713	671	13550	3	12/1/2023
5002716	671	13550	3	12/1/2023
5003022	671	13550	3	12/1/2023
5003098	671	13550	3	12/1/2023
5003136	671	13550	3	12/1/2023
5003159	671	13550	3	12/1/2023
5003170	671	13550	3	12/1/2023
5003265	671	13550	3	12/1/2023
5003485	671	13550	3	12/1/2023
5003699	671	13550	3	12/1/2023
5003737	671	13550	3	12/1/2023
5003738	671	13550	3	12/1/2023
5003745	671	13550	3	12/1/2023
5004015	671	13550	3	12/1/2023
5004052	671	13550	3	12/1/2023
5004114	671	13550	3	12/1/2023
5004215	671	13550	3	12/1/2023
5004632	666	13550	3	12/1/2023
5005055	671	13550	3	12/1/2023
5005081	671	13550	3	12/1/2023
5005082	667	13550	3	12/1/2023
5005185	671	13550	3	12/1/2023
5005194	671	13550	3	12/1/2023
5005238	671	13550	3	12/1/2023
5005247	671	13550	3	12/1/2023
5005323	671	13550	3	12/1/2023
5005346	671	13550	3	12/1/2023
5005366	671	13550	3	12/1/2023
5005450	671	13550	3	12/1/2023
5005486	671	13550	3	12/1/2023
5000572	671	13550	3	12/1/2023
5001140	671	13550	3	12/1/2023
5001778	671	13550	3	12/1/2023
5001834	671	13550	3	12/1/2023
5002163	671	13550	3	12/1/2023
5002179	671	13550	3	12/1/2023
5002191	671	13550	3	12/1/2023
5002259	671	13550	3	12/1/2023
5002271	671	13550	3	12/1/2023
5002283	671	13550	3	12/1/2023
5002457	671	13550	3	12/1/2023
5002715	671	13550	3	12/1/2023
5002758	671	13550	3	12/1/2023
5002869	671	13550	3	12/1/2023
5003179	671	13550	3	12/1/2023
5003196	671	13550	3	12/1/2023
5003248	671	13550	3	12/1/2023
5003255	671	13550	3	12/1/2023
5003796	671	13550	3	12/1/2023
5004039	671	13550	3	12/1/2023
5004099	671	13550	3	12/1/2023
5004533	671	13550	3	12/1/2023
5005129	666	13550	3	12/1/2023
5005176	671	13550	3	12/1/2023
5005448	671	13550	3	12/1/2023
5005470	671	13550	3	12/1/2023
5005506	671	13550	3	12/1/2023
5000760	671	13550	3	12/1/2023
5001612	671	13550	3	12/1/2023
5001878	671	13550	3	12/1/2023
5001902	671	13550	3	12/1/2023
5001965	671	13550	3	12/1/2023
5002475	671	13550	3	12/1/2023
5002489	671	13550	3	12/1/2023
5002538	671	13550	3	12/1/2023
5002586	671	13550	3	12/1/2023
5002587	671	13550	3	12/1/2023
5002645	671	13550	3	12/1/2023
5002700	671	13550	3	12/1/2023
5002702	671	13550	3	12/1/2023
5002717	671	13550	3	12/1/2023
5002719	671	13550	3	12/1/2023
5002725	671	13550	3	12/1/2023
5002754	671	13550	3	12/1/2023
5002849	671	13550	3	12/1/2023
5003023	671	13550	3	12/1/2023
5003156	671	13550	3	12/1/2023
5003651	671	13550	3	12/1/2023
5003751	671	13550	3	12/1/2023
5003847	671	13550	3	12/1/2023
5004849	666	13550	3	12/1/2023
5004910	671	13550	3	12/1/2023
5005261	671	13550	3	12/1/2023
5005316	671	13550	3	12/1/2023
5005351	671	13550	3	12/1/2023
5005452	667	13550	3	12/1/2023
5005490	671	13550	3	12/1/2023
5005520	671	13550	3	12/1/2023
5000843	759	13550	3	12/1/2023
5000876	759	13550	3	12/1/2023
5000635	681	13550	3	12/1/2023
5002723	681	13550	3	12/1/2023
5002781	681	13550	3	12/1/2023
5003038	681	13550	3	12/1/2023
5003050	681	13550	3	12/1/2023
5003056	681	13550	3	12/1/2023
5003519	681	13550	3	12/1/2023
5003723	681	13550	3	12/1/2023
5003990	681	13550	3	12/1/2023
5004089	681	13550	3	12/1/2023
5004436	681	13550	3	12/1/2023
5004446	681	13550	3	12/1/2023
5004539	681	13550	3	12/1/2023
5004711	681	13550	3	12/1/2023
5004742	681	13550	3	12/1/2023
5004787	681	13550	3	12/1/2023
5004789	681	13550	3	12/1/2023
5004819	681	13550	3	12/1/2023
5004827	681	13550	3	12/1/2023
5004935	681	13550	3	12/1/2023
5004979	681	13550	3	12/1/2023
5004993	681	13550	3	12/1/2023
5005031	681	13550	3	12/1/2023
5005042	681	13550	3	12/1/2023
5005065	681	13550	3	12/1/2023
5005089	681	13550	3	12/1/2023
5005189	681	13550	3	12/1/2023
5005219	681	13550	3	12/1/2023
5005221	681	13550	3	12/1/2023
5005235	681	13550	3	12/1/2023
5005288	681	13550	3	12/1/2023
5005295	681	13550	3	12/1/2023
5005304	681	13550	3	12/1/2023
5005308	681	13550	3	12/1/2023
5005361	681	13550	3	12/1/2023
5005362	681	13550	3	12/1/2023
5005364	681	13550	3	12/1/2023
5005372	681	13550	3	12/1/2023
5005377	681	13550	3	12/1/2023
5005382	681	13550	3	12/1/2023
5005442	681	13550	3	12/1/2023
5005472	681	13550	3	12/1/2023
5005483	681	13550	3	12/1/2023
5005508	681	13550	3	12/1/2023
5001611	671	13550	3	12/1/2023
5001630	671	13550	3	12/1/2023
5001639	671	13550	3	12/1/2023
5001665	671	13550	3	12/1/2023
5001934	671	13550	3	12/1/2023
5002044	671	13550	3	12/1/2023
5002049	671	13550	3	12/1/2023
5002442	671	13550	3	12/1/2023
5002469	671	13550	3	12/1/2023
5002497	671	13550	3	12/1/2023
5002542	671	13550	3	12/1/2023
5002652	671	13550	3	12/1/2023
5002667	671	13550	3	12/1/2023
5002680	671	13550	3	12/1/2023
5002682	671	13550	3	12/1/2023
5002752	671	13550	3	12/1/2023
5002790	666	13550	3	12/1/2023
5002818	671	13550	3	12/1/2023
5002842	666	13550	3	12/1/2023
5002850	671	13550	3	12/1/2023
5002870	671	13550	3	12/1/2023
5002877	671	13550	3	12/1/2023
5002893	671	13550	3	12/1/2023
5002894	671	13550	3	12/1/2023
5002912	671	13550	3	12/1/2023
5002913	671	13550	3	12/1/2023
5003203	671	13550	3	12/1/2023
5003308	671	13550	3	12/1/2023
5003315	671	13550	3	12/1/2023
5003320	671	13550	3	12/1/2023
5003330	671	13550	3	12/1/2023
5003337	671	13550	3	12/1/2023
5003349	671	13550	3	12/1/2023
5003385	671	13550	3	12/1/2023
5003386	666	13550	3	12/1/2023
5003412	671	13550	3	12/1/2023
5003417	671	13550	3	12/1/2023
5003430	671	13550	3	12/1/2023
5003453	671	13550	3	12/1/2023
5003460	671	13550	3	12/1/2023
5003472	671	13550	3	12/1/2023
5003516	671	13550	3	12/1/2023
5003601	671	13550	3	12/1/2023
5003610	671	13550	3	12/1/2023
5003611	671	13550	3	12/1/2023
5003612	671	13550	3	12/1/2023
5003684	671	13550	3	12/1/2023
5003828	671	13550	3	12/1/2023
5004370	671	13550	3	12/1/2023
5004385	671	13550	3	12/1/2023
5004424	671	13550	3	12/1/2023
5004434	671	13550	3	12/1/2023
5004451	671	13550	3	12/1/2023
5004455	671	13550	3	12/1/2023
5004485	671	13550	3	12/1/2023
5004487	671	13550	3	12/1/2023
5004588	671	13550	3	12/1/2023
5004633	671	13550	3	12/1/2023
5004651	671	13550	3	12/1/2023
5004656	671	13550	3	12/1/2023
5004658	671	13550	3	12/1/2023
5004659	671	13550	3	12/1/2023
5004670	671	13550	3	12/1/2023
5004763	671	13550	3	12/1/2023
5004778	671	13550	3	12/1/2023
5004839	671	13550	3	12/1/2023
5004866	671	13550	3	12/1/2023
5004884	671	13550	3	12/1/2023
5004889	671	13550	3	12/1/2023
5004922	671	13550	3	12/1/2023
5004960	671	13550	3	12/1/2023
5004976	671	13550	3	12/1/2023
5005059	671	13550	3	12/1/2023
5005063	671	13550	3	12/1/2023
5005078	671	13550	3	12/1/2023
5005090	671	13550	3	12/1/2023
5005136	671	13550	3	12/1/2023
5005137	671	13550	3	12/1/2023
5005169	671	13550	3	12/1/2023
5005300	671	13550	3	12/1/2023
5005324	671	13550	3	12/1/2023
5005395	671	13550	3	12/1/2023
5005406	671	13550	3	12/1/2023
5005416	671	13550	3	12/1/2023
5005434	671	13550	3	12/1/2023
5005489	671	13550	3	12/1/2023
5005492	671	13550	3	12/1/2023
5005493	671	13550	3	12/1/2023
5005505	671	13550	3	12/1/2023
5005511	671	13550	3	12/1/2023
5005514	671	13550	3	12/1/2023
